,Khoảng giá
4718,1.98
1493,6.95
4206,23.0
2158,33.0
1169,4.58
6082,7.9
232,12.9
66,4.5
1603,14.0
3283,9.88
3596,56.0
4632,5.3
125,4.8
5350,9.6
1296,18.9
1976,26.0
5686,5.5
5640,70.0
2075,7.9
4580,11.5
5948,32.9
3086,4.8
5456,4.35
3345,21.0
5620,7.7
2797,15.0
918,15.9
1646,8.0
5122,230.0
5126,4.68
4978,17.2
4621,22.9
364,6.95
3287,12.5
2125,15.0
4123,12.3
4569,7.5
525,8.5
4821,4.8
55,7.8
638,15.5
302,38.0
2766,5.7
1276,7.35
4720,13.5
2055,41.0
5376,20.5
5145,19.9
4432,42.0
3644,6.75
4143,6.9
2878,12.6
4202,19.0
5175,45.85
2286,5.1
2261,37.0
5240,50.0
2296,19.9
1753,10.8
5197,17.5
1968,7.5
5462,5.9
3117,8.0
2393,4.28
523,8.68
3900,6.49
5869,21.0
4699,30.0
5551,8.2
3122,12.5
4156,29.0
1969,12.9
671,19.5
4188,7.9
666,6.5
5448,17.5
1887,5.4
3266,11.9
280,8.6
1719,9.0
2947,6.1
4455,21.0
899,6.5
6103,11.19
760,9.8
1906,23.0
4042,22.0
3823,20.0
4138,3.9
3818,10.3
4300,4.35
2593,15.5
4164,16.0
3031,7.2
3579,10.0
2832,9.76
5449,11.9
3472,58.0
137,8.4
4892,6.68
2180,16.5
2128,22.0
3177,10.0
4854,7.6
4637,12.5
5115,6.75
5484,17.8
4261,5.8
4344,14.5
1331,15.3
2017,30.0
4542,39.6
2482,4.5
1358,5.9
1329,9.5
6204,6.1
2150,380.0
4530,6.7
2122,29.0
4673,8.0
3981,8.75
1252,18.9
3278,17.99
3374,3.95
2814,15.9
4719,2.3
1848,45.3
4858,33.9
3037,5.18
388,8.4
235,5.15
1077,13.5
1984,6.8
4363,17.9
3962,130.0
770,5.9
2165,8.6
4533,14.3
673,14.9
249,5.5
1574,7.05
3419,8.8
2081,6.49
1823,29.5
5826,18.0
6023,8.2
4544,9.5
716,8.95
6279,60.0
5876,14.2
2048,5.55
5264,16.0
4178,30.9
4809,7.0
2724,125.0
5690,23.6
1460,9.99
1668,5.6
2756,33.0
2000,11.0
4571,12.5
4613,14.5
404,22.0
384,5.6
5652,32.0
2152,9.2
1633,9.89
5770,8.2
4784,25.0
3925,23.0
5336,9.5
4158,200.0
4948,165.0
5358,10.2
223,12.5
2193,7.0
3136,23.0
4469,21.5
1824,35.0
5785,23.99
5124,6.4
4972,62.0
797,54.0
2871,7.5
9,15.8
1944,5.95
1838,6.5
4804,10.9
255,27.0
4485,35.0
5672,1.38
1581,6.08
2956,12.99
924,11.9
5573,19.5
2508,5.48
5024,175.0
5320,176.0
3775,31.0
4835,7.3
4136,15.8
4964,44.5
2779,6.95
539,6.5
2745,17.5
5659,6.8
5749,42.0
5467,4.28
1145,4.95
5127,12.3
4468,25.0
667,9.5
3019,7.35
357,8.9
5063,5.8
2831,7.7
2783,6.38
1353,6.9
5131,7.55
470,7.5
2703,9.9
3330,21.0
1396,29.9
3584,8.49
5646,99.0
5262,13.0
3376,10.0
1256,17.0
3512,6.5
1250,7.89
5348,7.7
6049,6.25
4298,36.5
3284,6.0
2933,8.4
4175,9.49
5268,18.7
4910,6.5
1852,8.5
5889,75.0
6131,22.0
2105,4.59
133,23.8
5236,59.0
5029,27.0
928,6.8
823,21.0
5719,12.5
1531,40.0
1214,6.9
504,7.68
4285,4.8
1996,9.5
3072,4.85
1958,6.66
1384,8.7
894,6.5
4924,5.35
455,15.5
5834,175.0
3709,16.5
5809,20.5
4849,5.99
4748,9.8
4268,2.35
3522,8.3
4134,31.8
3602,48.0
713,290.0
4186,31.99
2214,9.9
5301,18.0
2923,26.5
1810,37.0
3486,4.5
3141,53.0
1827,10.5
1155,12.89
1324,14.5
4312,13.6
510,59.0
1680,11.3
499,15.7
5709,6.79
1856,18.0
1388,6.3
5615,9.5
3719,8.9
2386,7.2
5541,10.0
3236,7.5
1540,28.8
1217,10.0
2681,11.8
2993,18.6
5512,9.2
1191,16.8
5293,7.55
1542,7.95
3301,30.0
3324,7.6
2539,15.0
953,8.9
4846,68.0
4330,58.0
732,9.9
6290,3.58
1156,16.5
5833,203.0
3294,8.2
2982,9.5
5305,7.6
5161,11.6
2156,14.3
1062,8.55
2616,14.5
1167,11.48
3222,6.93
3636,6.6
5588,6.6
2938,13.9
4491,33.0
3140,220.0
4980,6.65
143,5.75
6238,8.25
3577,7.5
4946,8.3
2782,31.0
717,26.0
1819,17.0
2502,8.78
4360,7.35
4171,14.08
395,13.0
6086,59.0
4492,30.0
1365,9.2
5736,4.7
595,4.3
3952,3.95
5392,6.15
4968,60.0
2914,4.25
2326,4.74
5644,14.0
3766,26.0
3440,9.5
3851,4.6
4132,36.0
5775,3.8
2143,25.0
5806,16.0
5073,11.99
1571,9.4
4079,2.68
1122,10.4
2786,48.0
2967,5.6
2504,10.0
3465,14.0
675,7.2
2808,8.5
3348,8.95
728,12.0
412,26.8
3146,7.0
1516,6.5
825,6.4
3267,9.3
3974,5.99
616,10.2
114,16.9
417,5.5
3069,11.3
1625,28.6
6239,8.6
4185,15.49
2896,4.85
5879,165.0
2082,9.5
753,7.6
2546,16.4
3969,9.49
3373,4.5
5726,8.5
4107,11.89
2444,6.5
4380,11.2
1066,10.8
3913,16.3
5287,9.5
5536,14.5
5387,11.9
5732,16.8
3498,34.5
2738,7.2
5052,20.0
4000,19.8
1568,8.4
2427,2.4
3746,4.5
5837,120.0
1687,25.0
851,6.3
3546,8.4
895,13.5
4592,350.0
335,15.5
2839,8.5
3087,7.0
4611,60.0
1348,7.5
1015,5.79
2816,16.9
1631,5.2
2489,31.0
3730,7.99
3251,12.9
5831,45.0
2070,8.8
4452,18.0
6149,6.7
5408,9.0
1635,12.9
4646,28.0
2479,7.68
2265,6.8
2959,8.4
5323,8.0
5953,7.0
3059,9.5
5053,7.2
2141,7.5
5104,8.4
3118,5.2
5188,7.5
5945,23.0
4045,4.55
3356,78.0
2744,62.0
5092,10.9
3506,13.9
1679,14.7
4249,6.8
3147,7.6
2294,4.58
580,12.2
1470,7.5
4799,6.25
4070,38.0
5308,14.9
3343,6.77
4992,16.5
4583,40.0
3672,22.5
559,15.5
5237,135.0
5215,6.8
2849,8.4
512,3.99
4729,9.8
1081,8.8
1664,66.0
1012,15.0
1931,16.9
1150,250.0
2838,8.5
116,650.0
740,13.8
6048,14.5
5177,7.3
830,31.9
119,7.99
4752,6.59
6013,10.49
5963,6.65
6224,10.0
635,4.992
4465,6.3
4364,15.9
4142,61.0
991,11.5
876,7.2
4869,230.0
5315,25.0
5222,41.43
4,23.9
3051,8.9
5691,15.0
3124,9.9
2660,6.39
2491,16.5
5173,24.0
3854,25.0
4933,285.0
4777,8.9
1715,6.5
1148,53.0
3261,9.95
574,7.48
3769,23.0
3736,9.05
4146,23.0
853,29.4
1982,9.9
2774,6.9
4929,25.0
5211,21.8
1166,6.8
971,18.2
2701,15.5
4495,40.0
3847,32.0
2368,6.39
4115,15.0
4780,23.0
4131,13.0
2950,4.3
5625,10.5
524,4.85
2455,4.85
5016,5.0
1841,14.0
537,29.5
2806,4.8
5801,6.3
5596,13.8
4341,43.0
3175,3.5
784,5.5
4057,8.95
1409,6.3
2537,4.62
154,7.97
3009,31.0
1686,6.55
2901,18.5
6234,9.5
4721,4.19
2733,140.0
1895,36.0
5442,11.5
569,5.75
5854,1.02
1816,7.9
2065,9.5
127,8.2
3394,19.0
3327,2.2
6275,40.0
2975,24.0
980,16.8
2300,26.5
190,22.0
1139,7.4
5088,6.2
699,6.4
6014,9.68
606,3.6
4276,15.0
301,7.9
3420,5.97
6062,4.8
1060,28.0
6115,60.0
2565,7.1
6286,18.0
1069,3.1
2524,6.5
2205,5.35
1243,24.99
16,6.85
3120,6.9
6277,15.4
4642,15.0
4754,68.0
815,13.5
3067,13.7
6150,4.79
5600,9.5
959,12.5
4893,16.9
225,6.9
3354,34.5
5895,6.99
2485,3.98
562,21.0
3436,4.63
1693,210.0
1045,20.4
3446,4.85
4565,60.0
954,32.0
6274,25.0
2735,9.5
6178,28.5
4735,6.5
6065,40.0
1218,7.2
5254,76.0
5511,8.0
1527,17.6
3987,21.0
6215,6.5
1300,11.59
6162,5.5
5699,23.0
160,17.6
4067,7.6
5800,17.5
956,9.5
3791,54.0
3234,11.8
2869,15.5
3777,12.5
4433,23.0
4973,20.0
2961,19.5
5980,6.4
2200,6.38
98,14.85
6124,4.9
2557,16.3
3183,9.6
253,6.4
3923,8.49
4199,6.95
1445,16.5
5539,10.9
1648,34.0
4682,83.0
4723,4.5
3991,11.8
1696,10.8
3191,9.5
4499,8.05
1154,13.5
2255,6.45
1682,6.93
3170,9.9
2056,10.0
4090,8.1
6144,6.49
3108,35.0
4548,13.9
3723,105.0
5423,49.9
2049,12.6
4976,9.3
3643,12.5
6210,5.65
623,5.5
5883,60.0
262,7.3
5730,14.5
3369,5.29
4061,20.0
5534,37.5
1802,4.9
4736,350.0
6284,250.0
2385,26.0
5759,8.5
1959,33.0
2976,8.8
488,16.5
1843,8.5
1734,12.0
2911,19.5
3219,9.5
146,20.5
5630,9.0
1986,18.5
1369,8.1
2811,38.0
659,3.79
1794,8.45
2511,27.8
3397,7.9
4282,35.0
1147,6.1
3272,5.68
608,4.2
3582,3.99
1930,26.99
197,7.5
2931,22.0
2327,8.7
4389,8.9
766,9.5
4496,24.0
4218,28.6
3255,2.95
202,3.68
3510,7.58
4931,48.0
5535,6.9
1733,85.0
5791,5.8
2777,19.0
1707,7.99
5172,6.6
5249,4.45
5757,28.8
3474,5.39
5855,5.99
854,3.68
5685,43.0
4737,9.8
4097,4.28
2160,115.0
698,7.19
6232,6.2
2999,9.5
3696,14.0
1636,11.5
3457,6.9
3581,3.3
1291,5.59
4659,15.0
5616,450.0
1853,7.5
5232,53.0
3763,9.2
3304,7.6
6192,32.5
5727,6.0
3743,12.5
3445,5.3
1998,27.8
663,17.5
4779,6.5
5353,6.2
3748,5.68
4413,21.5
4744,3.5
5530,15.9
5575,6.4
709,5.95
1282,5.79
5864,12.0
5068,11.2
2675,9.8
4029,8.4
1306,32.0
5496,13.5
5504,8.0
2237,13.5
3302,6.9
5592,26.0
2038,3.8
1529,16.8
1663,40.0
5450,5.7
6217,6.5
6240,6.79
3627,15.9
5739,25.0
5147,23.0
4891,7.49
2693,9.99
3060,25.9
1597,4.3
2729,2.8
2625,4.19
5915,47.0
3157,30.0
3314,5.8
1722,6.65
5279,5.0
1059,7.5
4636,9.9
3242,5.79
1678,7.95
1757,350.0
6019,19.5
4191,14.99
5116,280.0
563,8.85
2790,7.5
863,27.6
1484,12.99
5977,6.9
5134,14.4
206,10.9
4488,48.0
870,60.0
4493,6.0
502,22.0
1028,4.7
3840,19.0
2690,17.3
5581,13.5
5056,9.5
1570,6.5
2773,6.9
5991,9.6
2731,3.9
804,66.0
5847,47.5
3645,24.0
2454,9.5
4598,8.9
3104,7.6
4875,16.0
5959,6.4
200,9.9
3099,6.6
2278,5.9
3561,5.9
5892,28.0
4474,16.0
4514,33.0
5794,12.9
391,39.0
5618,7.0
5258,69.0
1495,9.29
2695,6.8
2027,33.0
5248,10.0
5463,16.7
2568,9.9
64,20.0
3884,7.0
2062,27.9
5276,21.9
492,8.3
379,6.39
4859,33.0
3993,10.5
4887,5.55
1076,58.3
878,14.9
337,4.38
1016,7.2
1275,8.15
3798,19.0
4551,21.95
3342,7.0
4911,6.0
995,17.2
1981,4.9
4297,4.8
161,5.25
5675,7.5
4798,8.1
1500,25.5
3843,54.0
5225,88.0
2613,375.0
3461,5.85
1021,12.0
3073,11.5
3943,10.5
1585,9.5
1955,2.68
3152,28.0
34,17.5
4014,6.9
775,8.4
2556,35.0
1478,24.9
5486,7.9
6235,9.0
1363,88.0
2612,4.68
2824,15.0
2041,12.99
241,12.8
2061,8.5
2363,15.0
600,6.49
2435,7.99
5393,4.6
2888,8.3
6164,5.8
646,7.5
3890,8.49
3556,5.5
3202,9.5
1528,10.5
1267,4.87
1899,9.7
4658,15.9
3005,9.99
2734,22.5
189,11.7
1806,7.99
975,6.66
2747,9.0
2047,7.8
2558,7.6
1082,13.9
474,5.69
2904,10.0
4843,21.0
4117,21.0
3385,13.8
4555,9.0
1184,8.5
5051,7.2
5311,7.65
2433,7.4
5611,20.0
2391,12.8
769,8.75
1685,6.95
130,12.0
2919,19.0
3171,9.4
3444,7.8
6231,12.8
5578,5.7
4426,59.0
5334,7.19
466,16.8
6265,4.0
5734,4.5
3092,10.0
3772,11.5
5191,7.25
5226,78.0
5390,14.5
860,16.0
